Ruta;Nombre;Extension;LoTengo;Editorial;EstadoARG;EstadoJPN;UltimoTomoARG;UltimoTomoJPN;Siguiendo
Mangas/OnePiece/;OnePiece31;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece32;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece33;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece34;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece35;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece36;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece37;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece38;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece39;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece40;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece41;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece42;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece43;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece44;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece45;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece46;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece47;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece48;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece49;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece50;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece51;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece52;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece53;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece54;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece55;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece56;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece57;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece58;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece59;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece60;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece61;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece62;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece63;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece64;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece65;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece66;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece67;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece68;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece69;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece70;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece71;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece72;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece73;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece74;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece75;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece76;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece77;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece78;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece79;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OnePiece/;OnePiece80;.jpg;Si;Ivrea;En curso;En curso;80;108;Si
Mangas/OyasumiPunpun/;OyasumiPunpun01;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun02;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun03;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun04;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun05;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun06;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun07;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun08;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun09;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun10;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun11;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun12;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/OyasumiPunpun/;OyasumiPunpun13;.jpg;Si;Ivrea;Terminada;Terminada;13;13;No
Mangas/TomosUnicos/;Reiraku;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
Mangas/RoosterFighter/;RoosterFighter01;.jpg;Si;Ivrea;En curso;En curso;6;7;Si
Mangas/RoosterFighter/;RoosterFighter02;.jpg;Si;Ivrea;En curso;En curso;6;7;Si
Mangas/RoosterFighter/;RoosterFighter03;.jpg;Si;Ivrea;En curso;En curso;6;7;Si
Mangas/RoosterFighter/;RoosterFighter04;.jpg;Si;Ivrea;En curso;En curso;6;7;Si
Mangas/RoosterFighter/;RoosterFighter05;.jpg;Si;Ivrea;En curso;En curso;6;7;Si
Mangas/RoosterFighter/;RoosterFighter06;.jpg;No;Ivrea;En curso;En curso;6;7;Si
Mangas/alternativas/;RoosterFighterGauchoEdition_alt;.jpg;Si;Ivrea;En curso;En curso;1;1;Si
Mangas/TomosUnicos/;Solanin;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
Mangas/SteinsGate/;SteinsGate01;.jpg;Si;Ivrea;Terminada;Terminada;3;3;No
Mangas/SteinsGate/;SteinsGate02;.jpg;Si;Ivrea;Terminada;Terminada;3;3;No
Mangas/SteinsGate/;SteinsGate03;.jpg;Si;Ivrea;Terminada;Terminada;3;3;No
Mangas/YouAreInTheBlueSummer/;TheBlueSummerAndYou;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
Mangas/VampireKnight/;VampireKnight01;.jpg;Si;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight02;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight03;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight04;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight05;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight06;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight07;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight08;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight09;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/VampireKnight/;VampireKnight10;.jpg;No;Larp;Cancelada;Terminada;10;19;No
Mangas/alternativas/;Wanted_alt;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
Mangas/Wotakoi/;Wotakoi01;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi02;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi03;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi04;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi05;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi06;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi07;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi08;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi09;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi10;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/alternativas/;Wotakoi10_alt;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi10_alt;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi11;.jpg;No;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/alternativas/;Wotakoi11_alt;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/Wotakoi/;Wotakoi11_alt;.jpg;Si;PaniniManga;Terminada;Terminada;11;11;Si
Mangas/YouAreInTheBlueSummer/;YouAreInTheBlueSummer;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
Mangas/ChainsawMan/;ChainsawManBuddyNovel;.jpg;Si;Ivrea;TomoUnico;TomoUnico;1;1;No
